39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39
39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39
39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39
39,39,39,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,39,39,39
39,39,39,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,39,39,39
39,39,39,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,39,39,39
39,39,39,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,39,39,39
39,39,39,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,39,39,39
39,39,39,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,39,39,39
39,39,39,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,39,39,39
39,39,39,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,39,39,39
39,39,39,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,39,39,39
39,39,39,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,39,39,39
39,39,39,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,39,39,39
39,39,39,20,21,21,21,21,21,21,21,21,11,11,11,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,11,11,21,21,21,22,39,39,39
39,39,39,39,39,39,39,39,39,39,43,39,41,41,41,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,41,41,39,39,39,39,39,39,39
39,39,39,39,39,39,39,39,39,39,39,39,41,41,41,44,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,41,41,45,39,39,39,39,39,39
39,39,39,0,1,1,1,1,1,1,1,1,11,11,11,1,1,1,1,1,1,1,1,2,39,39,39,39,39,39,39,41,41,39,39,39,39,39,39,39
39,39,39,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,39,39,39,39,39,44,39,41,41,39,39,39,39,39,39,39
39,39,39,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,39,39,39,0,1,1,1,11,11,1,1,1,2,39,39,39
39,39,39,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,39,39,39,10,11,11,11,11,11,11,11,11,12,39,39,39
39,39,39,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,39,39,39,10,11,11,11,11,11,11,11,11,12,39,39,39
39,39,39,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,40,42,39,11,11,11,11,11,11,11,11,11,12,39,39,39
39,39,39,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,40,40,40,11,11,11,11,11,11,11,11,11,12,39,39,39
39,39,39,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,39,39,39,10,11,11,11,11,11,11,11,11,12,39,39,39
39,39,39,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,39,39,39,10,11,11,11,11,11,11,11,11,12,39,39,39
39,39,39,20,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,22,39,39,39,20,21,21,21,21,21,21,21,21,22,39,39,39
39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39
39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39
39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39
